1,abdicate,0,0,10
2,ablaze,0,0,10
3,abduct,0,0,10
4,abashed,0,0,10
5,abhor,0,0,10
6,abate,0,0,10
7,abhorrent,0,0,10
8,abolish,0,0,10
9,abide,0,0,10
10,abnormal,0,0,10
11,abortive,0,0,10
12,aborignal,0,0,10
13,abridge,0,0,10
14,ability,0,0,10
15,absolve,0,0,10
16,absorbing,0,0,10
17,abstain,0,0,10
18,abstinence,0,0,10
19,absolute,0,0,10
20,abstraction,0,0,10
21,abstruse,0,0,10
22,absurd,0,0,10
23,abundant,0,0,10
24,absorb,0,0,10
25,academic,0,0,10
26,accelerate,0,0,10
27,abstract,0,0,10
28,accentuate,0,0,10
29,accidental,0,0,10
30,acclaim,0,0,10
31,accommodate,0,0,10
32,accompany,0,0,10
33,abuse,0,0,10
34,accomplished,0,0,10
35,accomplice,0,0,10
36,access,0,0,10
37,accost,0,0,10
38,accredit,0,0,10
39,accumulate,0,0,10
40,accurate,0,0,10
41,accusation,0,0,10
42,accuse,0,0,10
43,accustom,0,0,10
44,acid,0,0,10
45,acquire,0,0,10
46,acquisitive,0,0,10
47,acquit,0,0,10
48,acrid,0,0,10
49,acrimonious,0,0,10
50,acrimony,0,0,10
51,account,0,0,10
52,acting,0,0,10
53,acknowledge,0,0,10
54,achieve,0,0,10
55,active,0,0,10
56,acumen,0,0,10
57,actual,0,0,10
58,acute,0,0,10
59,adage,0,0,10
60,adaptation,0,0,10
61,adaptable,0,0,10
62,action,0,0,10
63,addict,0,0,10
64,adapt,0,0,10
65,adept,0,0,10
66,addicted,0,0,10
67,adequate,0,0,10
68,adhere,0,0,10
69,adherence,0,0,10
70,adhesive,0,0,10
71,adjacent,0,0,10
72,adjoin,0,0,10
73,adjoining,0,0,10
74,adjourn,0,0,10
75,adjust,0,0,10
76,administer,0,0,10
77,administration,0,0,10
78,admirable,0,0,10
79,admire,0,0,10
80,admonish,0,0,10
81,admit,0,0,10
82,adopt,0,0,10
83,adore,0,0,10
84,adroit,0,0,10
85,adverse,0,0,10
86,adversity,0,0,10
87,advice,0,0,10
88,advisable,0,0,10
89,advocate,0,0,10
90,aesthetic,0,0,10
91,affable,0,0,10
92,affect,0,0,10
93,advance,0,0,10
94,affection,0,0,10
95,affectionate,0,0,10
96,affiliate,0,0,10
97,affinity,0,0,10
98,advise,0,0,10
99,afflict,0,0,10
100,affirm,0,0,10
101,afflicting,0,0,10
102,affluence,0,0,10
103,affluent,0,0,10
104,afford,0,0,10
105,age,0,0,10
106,aged,0,0,10
107,agenda,0,0,10
108,aggravate,0,0,10
109,aggression,0,0,10
110,aggressive,0,0,10
111,aghast,0,0,10
112,agile,0,0,10
113,agility,0,0,10
114,agitate,0,0,10
115,agonize,0,0,10
116,agrarian,0,0,10
117,agreeable,0,0,10
118,aggregate,0,0,10
119,aim,0,0,10
120,algebra,0,0,10
121,alert,0,0,10
122,alien,0,0,10
123,alienate,0,0,10
124,alkali,0,0,10
125,allegiance,0,0,10
126,allege,0,0,10
127,allegory,0,0,10
128,alleviate,0,0,10
129,alliance,0,0,10
130,allocate,0,0,10
131,allot,0,0,10
132,allude,0,0,10
133,allure,0,0,10
134,allusion,0,0,10
135,ally,0,0,10
136,alone,0,0,10
137,alter,0,0,10
138,alternate,0,0,10
139,alternative,0,0,10
140,altruism,0,0,10
141,aluminium,0,0,10
142,alumnus,0,0,10
143,amalgamate,0,0,10
144,amass,0,0,10
145,amateur,0,0,10
146,amazed,0,0,10
147,ambiguous,0,0,10
148,ambitious,0,0,10
149,amenable,0,0,10
150,amend,0,0,10
151,amiable,0,0,10
152,amicable,0,0,10
153,amount,0,0,10
154,ample,0,0,10
155,amplify,0,0,10
156,analogous,0,0,10
157,analogy,0,0,10
158,analysis,0,0,10
159,anecdote,0,0,10
160,angle,0,0,10
161,animated,0,0,10
162,anguish,0,0,10
163,annex,0,0,10
164,annihilate,0,0,10
165,annotate,0,0,10
166,announce,0,0,10
167,annoy,0,0,10
168,annul,0,0,10
169,annually,0,0,10
170,anomalous,0,0,10
171,anomaly,0,0,10
172,antagonism,0,0,10
173,anonymous,0,0,10
174,antagonist,0,0,10
175,anticipate,0,0,10
176,antique,0,0,10
177,antiquity,0,0,10
178,antiseptic,0,0,10
179,anxious,0,0,10
180,apathetic,0,0,10
181,aperture,0,0,10
182,apologize,0,0,10
183,apparel,0,0,10
184,apex,0,0,10
185,appeal,0,0,10
186,appear,0,0,10
187,applaud,0,0,10
188,applicant,0,0,10
189,application,0,0,10
190,appoint,0,0,10
191,appraise,0,0,10
192,appreciate,0,0,10
193,apprehension,0,0,10
194,apprehend,0,0,10
195,apprentice,0,0,10
196,appropriate,0,0,10
197,approve,0,0,10
198,approximate,0,0,10
199,apt,0,0,10
200,arable,0,0,10
201,aptitude,0,0,10
202,arbitrator,0,0,10
203,archaic,0,0,10
204,arbitration,0,0,10
205,ardent,0,0,10
206,ardor,0,0,10
207,arduous,0,0,10
208,arid,0,0,10
209,aristocrat,0,0,10
210,arithmetic,0,0,10
211,armament,0,0,10
212,aroma,0,0,10
213,armor,0,0,10
214,arouse,0,0,10
215,arrange,0,0,10
216,arrogance,0,0,10
217,array,0,0,10
218,arrogant,0,0,10
219,article,0,0,10
220,ascend,0,0,10
221,ascent,0,0,10
222,ascertain,0,0,10
223,ascetic,0,0,10
224,aspect,0,0,10
225,asperse,0,0,10
226,aspersion,0,0,10
227,aspiration,0,0,10
228,aspire,0,0,10
229,assail,0,0,10
230,assassin,0,0,10
231,assassinate,0,0,10
232,assault,0,0,10
233,assemble,0,0,10
234,assembly,0,0,10
235,assert,0,0,10
236,assess,0,0,10
237,asset,0,0,10
238,assiduous,0,0,10
239,assign,0,0,10
240,assimilate,0,0,10
241,associate,0,0,10
242,association,0,0,10
243,assuage,0,0,10
244,assumption,0,0,10
245,assure,0,0,10
246,assist,0,0,10
247,astonish,0,0,10
248,astonished,0,0,10
249,astronomy,0,0,10
250,astound,0,0,10
251,astute,0,0,10
252,atheism,0,0,10
253,athlete,0,0,10
254,atmosphere,0,0,10
255,atom,0,0,10
256,attachment,0,0,10
257,attainment,0,0,10
258,attendant,0,0,10
259,attorney,0,0,10
260,attribute,0,0,10
261,attribute,0,0,10
262,attrition,0,0,10
263,audience,0,0,10
264,audit,0,0,10
265,audition,0,0,10
266,attend,0,0,10
267,auditor,0,0,10
268,auditorium,0,0,10
269,augment,0,0,10
270,auspices,0,0,10
271,aura,0,0,10
272,auspicious,0,0,10
273,austerity,0,0,10
274,authentic,0,0,10
275,authoritative,0,0,10
276,authority,0,0,10
277,authorize,0,0,10
278,autocrat,0,0,10
279,autonomy,0,0,10
280,available,0,0,10
281,avalanche,0,0,10
282,avarice,0,0,10
283,avaricious,0,0,10
284,average,0,0,10
285,aversion,0,0,10
286,avert,0,0,10
287,aviator,0,0,10
288,avid,0,0,10
289,avoid,0,0,10
290,avow,0,0,10
291,awe,0,0,10
292,awkward,0,0,10
293,axis,0,0,10
294,baggage,0,0,10
295,backward,0,0,10
296,bait,0,0,10
297,balance,0,0,10
298,bald,0,0,10
299,balk,0,0,10
300,ballot,0,0,10
301,balmy,0,0,10
302,ban,0,0,10
303,bandit,0,0,10
304,banish,0,0,10
305,bankruptcy,0,0,10
306,banquet,0,0,10
307,bar,0,0,10
308,barbarian,0,0,10
309,bare,0,0,10
310,barely,0,0,10
311,barometer,0,0,10
312,barren,0,0,10
313,barricade,0,0,10
314,barrier,0,0,10
315,barter,0,0,10
316,bashful,0,0,10
317,basin,0,0,10
318,bask,0,0,10
319,baste,0,0,10
320,batter,0,0,10
321,beforehand,0,0,10
322,befuddle,0,0,10
323,beget,0,0,10
324,becoming,0,0,10
325,begrudge,0,0,10
326,beguile,0,0,10
327,behaviour,0,0,10
328,behave,0,0,10
329,bear,0,0,10
330,beat,0,0,10
331,belie,0,0,10
332,believer,0,0,10
333,belittle,0,0,10
334,belligerent,0,0,10
335,benefactor,0,0,10
336,beneficial,0,0,10
337,beneficiary,0,0,10
338,benevolent,0,0,10
339,benefit,0,0,10
340,benign,0,0,10
341,bent,0,0,10
342,bequest,0,0,10
343,berate,0,0,10
344,bereave,0,0,10
345,beset,0,0,10
346,besides,0,0,10
347,besiege,0,0,10
348,bestow,0,0,10
349,betray,0,0,10
350,beverage,0,0,10
351,bewilder,0,0,10
352,bias,0,0,10
353,bicker,0,0,10
354,bidding,0,0,10
355,bigoted,0,0,10
356,bill,0,0,10
357,biochemistry,0,0,10
358,bizarre,0,0,10
359,blackmail,0,0,10
360,blame,0,0,10
361,bland,0,0,10
362,blast,0,0,10
363,bleach,0,0,10
364,bleak,0,0,10
365,bleed,0,0,10
366,blemish,0,0,10
367,blend,0,0,10
368,blessed,0,0,10
369,blessing,0,0,10
370,blink,0,0,10
371,bliss,0,0,10
372,blunder,0,0,10
373,blunt,0,0,10
374,board,0,0,10
375,boast,0,0,10
376,boastful,0,0,10
377,bold,0,0,10
378,bombastic,0,0,10
379,bonanza,0,0,10
380,bond,0,0,10
381,block,0,0,10
382,bondage,0,0,10
383,bonus,0,0,10
384,boon,0,0,10
385,boredom,0,0,10
386,boring,0,0,10
387,botany,0,0,10
388,bound,0,0,10
389,boundary,0,0,10
390,boundless,0,0,10
391,bow,0,0,10
392,brace,0,0,10
393,brag,0,0,10
394,brain,0,0,10
395,brawl,0,0,10
396,breach,0,0,10
397,breakdown,0,0,10
398,breed,0,0,10
399,breeze,0,0,10
400,brighten,0,0,10
401,brew,0,0,10
402,brim,0,0,10
403,brink,0,0,10
404,brisk,0,0,10
405,brittle,0,0,10
406,broaden,0,0,10
407,bruise,0,0,10
408,brutal,0,0,10
409,bud,0,0,10
410,budge,0,0,10
411,budget,0,0,10
412,bulk,0,0,10
413,bulky,0,0,10
414,burglar,0,0,10
415,burning,0,0,10
416,burnish,0,0,10
417,butt,0,0,10
418,butter,0,0,10
419,byword,0,0,10
420,calibre,0,0,10
421,calculate,0,0,10
422,cancel,0,0,10
423,candidate,0,0,10
424,canny,0,0,10
425,canvas,0,0,10
426,capable,0,0,10
427,capacious,0,0,10
428,captivate,0,0,10
429,captivity,0,0,10
430,carbon,0,0,10
431,cardinal,0,0,10
432,career,0,0,10
433,carnage,0,0,10
434,carnal,0,0,10
435,castigate,0,0,10
436,casual,0,0,10
437,casualty,0,0,10
438,cataclysm,0,0,10
439,catastrophe,0,0,10
440,catching,0,0,10
441,categorical,0,0,10
442,cathedral,0,0,10
443,catholic,0,0,10
444,cause,0,0,10
445,caustic,0,0,10
446,cautious,0,0,10
447,cavern,0,0,10
448,ceaseless,0,0,10
449,celebrity,0,0,10
450,celestial,0,0,10
451,censor,0,0,10
452,censure,0,0,10
453,centigrade,0,0,10
454,ceremonial,0,0,10
455,ceremonious,0,0,10
456,ceremony,0,0,10
457,chafe,0,0,10
458,chalk,0,0,10
459,chaos,0,0,10
460,champion,0,0,10
461,character,0,0,10
462,charisma,0,0,10
463,charitable,0,0,10
464,charity,0,0,10
465,chary,0,0,10
466,chaste,0,0,10
467,chat,0,0,10
468,check,0,0,10
469,cherish,0,0,10
470,chide,0,0,10
471,charge,0,0,10
472,chiefly,0,0,10
473,chill,0,0,10
474,chilly,0,0,10
475,chirp,0,0,10
476,choice,0,0,10
477,choke,0,0,10
478,chop,0,0,10
479,choose,0,0,10
480,chore,0,0,10
481,chorus,0,0,10
482,Christian,0,0,10
483,chronic,0,0,10
484,chuckle,0,0,10
485,cipher,0,0,10
486,circuitous,0,0,10
487,circular,0,0,10
488,circulate,0,0,10
489,circulation,0,0,10
490,circumference,0,0,10
491,circumscribe,0,0,10
492,circumspect,0,0,10
493,circumvent,0,0,10
494,cite,0,0,10
495,civilian,0,0,10
496,clamour,0,0,10
497,clamp,0,0,10
498,clandestine,0,0,10
499,clarify,0,0,10
500,clause,0,0,10
501,cleanse,0,0,10
502,cleft,0,0,10
503,clergy,0,0,10
504,climate,0,0,10
505,climax,0,0,10
506,clinch,0,0,10
507,cling,0,0,10
508,clinic,0,0,10
509,clean,0,0,10
510,clip,0,0,10
511,clog,0,0,10
512,clot,0,0,10
513,clothing,0,0,10
514,clumsy,0,0,10
515,cluster,0,0,10
516,clutch,0,0,10
517,clutter,0,0,10
518,coarse,0,0,10
519,coddle,0,0,10
520,close,0,0,10
521,coax,0,0,10
522,cogent,0,0,10
523,cohere,0,0,10
524,coherent,0,0,10
525,cohesion,0,0,10
526,cohesive,0,0,10
527,coil,0,0,10
528,collaborate,0,0,10
529,coincide,0,0,10
530,coin,0,0,10
531,collapse,0,0,10
532,collateral,0,0,10
533,colloquial,0,0,10
534,colossal,0,0,10
535,combination,0,0,10
536,comet,0,0,10
537,commander,0,0,10
538,commence,0,0,10
539,commend,0,0,10
540,commentator,0,0,10
541,commerce,0,0,10
542,commission,0,0,10
543,committee,0,0,10
544,commodious,0,0,10
545,communicate,0,0,10
546,community,0,0,10
547,compact,0,0,10
548,company,0,0,10
549,comparable,0,0,10
550,comparative,0,0,10
551,compare,0,0,10
552,compassion,0,0,10
553,compatible,0,0,10
554,compel,0,0,10
555,compensation,0,0,10
556,compete,0,0,10
557,competent,0,0,10
558,compile,0,0,10
559,complementary,0,0,10
560,complaint,0,0,10
561,complete,0,0,10
562,complement,0,0,10
563,complex,0,0,10
564,complicate,0,0,10
565,compliment,0,0,10
566,complimentary,0,0,10
567,comply,0,0,10
568,component,0,0,10
569,composed,0,0,10
570,composure,0,0,10
571,comprehensive,0,0,10
572,comprehend,0,0,10
573,comprise,0,0,10
574,compulsive,0,0,10
575,compulsory,0,0,10
576,conceal,0,0,10
577,concede,0,0,10
578,conceit,0,0,10
579,conceive,0,0,10
580,concerned,0,0,10
581,concert,0,0,10
582,concerted,0,0,10
583,concession,0,0,10
584,conciliatory,0,0,10
585,concise,0,0,10
586,conclude,0,0,10
587,conclusive,0,0,10
588,concoct,0,0,10
589,concrete,0,0,10
590,concur,0,0,10
591,concurrence,0,0,10
592,concurrent,0,0,10
593,condemn,0,0,10
594,condiment,0,0,10
595,condition,0,0,10
596,condone,0,0,10
597,conduct,0,0,10
598,cone,0,0,10
599,confederate,0,0,10
600,confer,0,0,10
601,conference,0,0,10
602,confide,0,0,10
603,confess,0,0,10
604,confidence,0,0,10
605,confident,0,0,10
606,confidential,0,0,10
607,confine,0,0,10
608,confirm,0,0,10
609,confiscate,0,0,10
610,confound,0,0,10
611,confuse,0,0,10
612,congenial,0,0,10
613,congregate,0,0,10
614,congested,0,0,10
615,congressman,0,0,10
616,congruity,0,0,10
617,conjure,0,0,10
618,connivance,0,0,10
619,connive,0,0,10
620,connoisseur,0,0,10
621,conscience,0,0,10
622,conscientious,0,0,10
623,conscious,0,0,10
624,consecrate,0,0,10
625,consecutive,0,0,10
626,consensus,0,0,10
627,conservative,0,0,10
628,conservatory,0,0,10
629,conserve,0,0,10
630,consider,0,0,10
631,considerable,0,0,10
632,considerate,0,0,10
633,console,0,0,10
634,consolidate,0,0,10
635,consort,0,0,10
636,conspicuous,0,0,10
637,conspiracy,0,0,10
638,conspire,0,0,10
639,constant,0,0,10
640,constellation,0,0,10
641,constitute,0,0,10
642,constrain,0,0,10
643,constrict,0,0,10
644,construct,0,0,10
645,construe,0,0,10
646,consult,0,0,10
647,consumer,0,0,10
648,consume,0,0,10
649,contagious,0,0,10
650,container,0,0,10
651,contaminate,0,0,10
652,contempt,0,0,10
653,contemplate,0,0,10
654,contemptible,0,0,10
655,contemptuous,0,0,10
656,contend,0,0,10
657,continent,0,0,10
658,content,0,0,10
659,contingent,0,0,10
660,continually,0,0,10
661,contract,0,0,10
662,contour,0,0,10
663,contradict,0,0,10
664,contract,0,0,10
665,contrast,0,0,10
666,contravene,0,0,10
667,contrive,0,0,10
668,contrite,0,0,10
669,controversy,0,0,10
670,controversial,0,0,10
671,controvert,0,0,10
672,convene,0,0,10
673,convenient,0,0,10
674,convention,0,0,10
675,conventional,0,0,10
676,convert,0,0,10
677,convey,0,0,10
678,convict,0,0,10
679,convoy,0,0,10
680,cooperation,0,0,10
681,coordinate,0,0,10
682,copper,0,0,10
683,cordial,0,0,10
684,copy,0,0,10
685,corps,0,0,10
686,corpse,0,0,10
687,corpulent,0,0,10
688,correct,0,0,10
689,correlate,0,0,10
690,correspondence,0,0,10
691,corroborate,0,0,10
692,corrode,0,0,10
693,costume,0,0,10
694,cosmopolitan,0,0,10
695,counterfeit,0,0,10
696,counsel,0,0,10
697,counterpart,0,0,10
698,countless,0,0,10
699,court,0,0,10
700,courteous,0,0,10
701,cover,0,0,10
702,covetous,0,0,10
703,cower,0,0,10
704,craft,0,0,10
705,cozy,0,0,10
706,crafty,0,0,10
707,cram,0,0,10
708,crash,0,0,10
709,crave,0,0,10
710,crazy,0,0,10
711,credential,0,0,10
712,credit,0,0,10
713,credulous,0,0,10
714,creed,0,0,10
715,crevasse,0,0,10
716,creek,0,0,10
717,crew,0,0,10
718,crisp,0,0,10
719,critical,0,0,10
720,crooked,0,0,10
721,crucial,0,0,10
722,crude,0,0,10
723,cruel,0,0,10
724,crumble,0,0,10
725,crumple,0,0,10
726,crush,0,0,10
727,crust,0,0,10
728,cryptic,0,0,10
729,crystal,0,0,10
730,cubic,0,0,10
731,cuisine,0,0,10
732,culmination,0,0,10
733,culpable,0,0,10
734,cult,0,0,10
735,cultivate,0,0,10
736,cultivation,0,0,10
737,cunning,0,0,10
738,curb,0,0,10
739,curiosity,0,0,10
740,curious,0,0,10
741,currency,0,0,10
742,current,0,0,10
743,cursory,0,0,10
744,curt,0,0,10
745,curtail,0,0,10
746,cushion,0,0,10
747,custom,0,0,10
748,cynical,0,0,10
749,dagger,0,0,10
750,damp,0,0,10
751,dampen,0,0,10
752,dangerous,0,0,10
753,dangle,0,0,10
754,dank,0,0,10
755,daring,0,0,10
756,dart,0,0,10
757,dated,0,0,10
758,dauntless,0,0,10
759,daze,0,0,10
760,dazzle,0,0,10
761,dazzling,0,0,10
762,dead,0,0,10
763,deadly,0,0,10
764,deal,0,0,10
765,debatable,0,0,10
766,debtor,0,0,10
767,decadence,0,0,10
768,debt,0,0,10
769,decay,0,0,10
770,deceitful,0,0,10
771,deceit,0,0,10
772,deceive,0,0,10
773,decent,0,0,10
774,deceptive,0,0,10
775,declaim,0,0,10
776,decide,0,0,10
777,decimal,0,0,10
778,decline,0,0,10
779,declivity,0,0,10
780,decorum,0,0,10
781,decree,0,0,10
782,decry,0,0,10
783,dedicate,0,0,10
784,deem,0,0,10
785,defame,0,0,10
786,default,0,0,10
787,defect,0,0,10
788,defection,0,0,10
789,defective,0,0,10
790,defend,0,0,10
791,defer,0,0,10
792,deference,0,0,10
793,deferential,0,0,10
794,defiant,0,0,10
795,deficit,0,0,10
796,defile,0,0,10
797,definite,0,0,10
798,deflect,0,0,10
799,deform,0,0,10
800,defraud,0,0,10
801,deft,0,0,10
802,defunct,0,0,10
803,degenerate,0,0,10
804,defy,0,0,10
805,degrade,0,0,10
806,deity,0,0,10
807,dejected,0,0,10
808,delegate,0,0,10
809,delay,0,0,10
810,delete,0,0,10
811,deleterious,0,0,10
812,deliberate,0,0,10
813,delicious,0,0,10
814,delicate,0,0,10
815,delineate,0,0,10
816,delude,0,0,10
817,democracy,0,0,10
818,demise,0,0,10
819,demolish,0,0,10
820,demonstrate,0,0,10
821,demur,0,0,10
822,denote,0,0,10
823,denounce,0,0,10
824,dense,0,0,10
825,density,0,0,10
826,deny,0,0,10
827,dependent,0,0,10
828,depart,0,0,10
829,depict,0,0,10
830,deplore,0,0,10
831,deport,0,0,10
832,deposit,0,0,10
833,deprecate,0,0,10
834,depot,0,0,10
835,depreciate,0,0,10
836,depress,0,0,10
837,depression,0,0,10
838,deputy,0,0,10
839,derange,0,0,10
840,deride,0,0,10
841,deserve,0,0,10
842,desert,0,0,10
843,designate,0,0,10
844,design,0,0,10
845,designing,0,0,10
846,desirable,0,0,10
847,desire,0,0,10
848,desirous,0,0,10
849,desolate,0,0,10
850,despatch,0,0,10
851,despicable,0,0,10
852,despoil,0,0,10
853,despise,0,0,10
854,dessert,0,0,10
855,destination,0,0,10
856,destine,0,0,10
857,destructive,0,0,10
858,destiny,0,0,10
859,detach,0,0,10
860,detached,0,0,10
861,detain,0,0,10
862,determination,0,0,10
863,detect,0,0,10
864,determine,0,0,10
865,deterrent,0,0,10
866,detest,0,0,10
867,detract,0,0,10
868,detriment,0,0,10
869,detrimental,0,0,10
870,devastate,0,0,10
871,develop,0,0,10
872,deviate,0,0,10
873,device,0,0,10
874,devious,0,0,10
875,devise,0,0,10
876,devoid,0,0,10
877,devoted,0,0,10
878,devotion,0,0,10
879,devour,0,0,10
880,devout,0,0,10
881,dexterous,0,0,10
882,diagnose,0,0,10
883,diagnosis,0,0,10
884,diagram,0,0,10
885,dialect,0,0,10
886,dialogue,0,0,10
887,diameter,0,0,10
888,dictatorial,0,0,10
889,diet,0,0,10
890,diffuse,0,0,10
891,dignified,0,0,10
892,dignity,0,0,10
893,dignify,0,0,10
894,digress,0,0,10
895,dilate,0,0,10
896,dilemma,0,0,10
897,diligent,0,0,10
898,dilute,0,0,10
899,dim,0,0,10
900,dimension,0,0,10
901,diminish,0,0,10
902,diminutive,0,0,10
903,dingy,0,0,10
904,diplomacy,0,0,10
905,diplomatic,0,0,10
906,direct,0,0,10
907,disarm,0,0,10
908,disarming,0,0,10
909,disarrange,0,0,10
910,disarray,0,0,10
911,disastrous,0,0,10
912,disaster,0,0,10
913,disband,0,0,10
914,disburse,0,0,10
915,discard,0,0,10
916,discerm,0,0,10
917,discernible,0,0,10
918,discharge,0,0,10
919,disciple,0,0,10
920,disclaim,0,0,10
921,discord,0,0,10
922,discourse,0,0,10
923,discount,0,0,10
924,discreet,0,0,10
925,discrete,0,0,10
926,discretion,0,0,10
927,discrimination,0,0,10
928,disdain,0,0,10
929,disfigure,0,0,10
930,disgust,0,0,10
931,disgrace,0,0,10
932,disparage,0,0,10
933,disinterested,0,0,10
934,dismal,0,0,10
935,dismay,0,0,10
936,dispatch,0,0,10
937,dispensable,0,0,10
938,displace,0,0,10
939,dispose,0,0,10
940,disprove,0,0,10
941,disposition,0,0,10
942,disreputable,0,0,10
943,disrespectful,0,0,10
944,disrupt,0,0,10
945,dissect,0,0,10
946,dissemble,0,0,10
947,disseminate,0,0,10
948,dissimilar,0,0,10
949,dissimulate,0,0,10
950,dissipate,0,0,10
951,distillation,0,0,10
952,distant,0,0,10
953,distort,0,0,10
954,distract,0,0,10
955,distressed,0,0,10
956,distribute,0,0,10
957,disunite,0,0,10
958,diverge,0,0,10
959,divergent,0,0,10
960,diverse,0,0,10
961,divulge,0,0,10
962,diversify,0,0,10
963,doctrine,0,0,10
964,divide,0,0,10
965,dodge,0,0,10
966,dogma,0,0,10
967,dogmatic,0,0,10
968,doleful,0,0,10
969,dolphin,0,0,10
970,domestic,0,0,10
971,dominant,0,0,10
972,domineering,0,0,10
973,dominate,0,0,10
974,donate,0,0,10
975,dominion,0,0,10
976,donor,0,0,10
977,doom,0,0,10
978,dormant,0,0,10
979,dormitory,0,0,10
980,doubt,0,0,10
981,doubtful,0,0,10
982,down-hearted,0,0,10
983,doze,0,0,10
984,drag,0,0,10
985,drawback,0,0,10
986,dread,0,0,10
987,drizzle,0,0,10
988,downcast,0,0,10
989,drastic,0,0,10
990,dual,0,0,10
991,dubious,0,0,10
